425.0000,0.0761
425.0002,0.0340
425.0004,0.1812
425.0006,0.0971
425.0008,0.0770
425.0010,0.0133
425.0012,0.0563
425.0014,0.1417
425.0016,0.0898
425.0018,0.1146
425.0020,1.3666
425.0022,0.2284
425.0024,0.0381
425.0026,0.0372
425.0028,0.0289
425.0030,0.3316
425.0032,0.3826
425.0034,0.1216
425.0036,0.2520
425.0038,0.1299
425.0040,0.0786
425.0042,0.0646
425.0044,0.0547
425.0046,0.1777
425.0048,0.0537
425.0050,0.1130
425.0052,0.0789
425.0054,0.0423
425.0056,0.1672
425.0058,0.0263
425.0060,0.0308
425.0062,0.0340
425.0064,0.0216
425.0066,0.0082
425.0068,0.0279
425.0070,0.0181
425.0072,0.0244
425.0074,0.1181
425.0076,0.0674
425.0078,0.0474
425.0080,0.0499
425.0082,0.0429
425.0084,0.0072
425.0086,0.0894
425.0088,0.0063
425.0090,0.0158
425.0092,0.1191
425.0094,0.3676
425.0096,0.0936
425.0098,0.0541
425.0100,0.0802
425.0102,0.0356
425.0104,0.0384
425.0106,0.0659
425.0108,0.0305
425.0110,0.0050
425.0112,0.0184
425.0114,-0.0011
425.0116,0.0305
425.0118,2.4507
425.0120,0.0506
425.0122,0.0372
425.0124,0.1168
425.0126,0.0337
425.0128,0.1047
425.0130,0.0471
425.0132,0.0617
425.0134,0.0557
425.0136,0.0340
425.0138,0.0534
425.0140,0.0588
425.0142,0.1535
425.0144,0.0165
425.0146,0.0353
425.0148,0.0174
425.0150,2.7971
425.0152,0.2931
425.0154,0.1962
425.0156,0.0990
425.0158,0.0257
425.0160,0.1353
425.0162,0.1803
425.0164,0.0608
425.0166,0.2150
425.0168,0.0244
425.0170,0.0518
425.0172,1.1276
425.0174,0.0980
425.0176,0.0378
425.0178,0.0190
425.0180,0.0633
425.0182,0.0177
425.0184,0.0958
425.0186,0.2392
425.0188,0.0818
425.0190,0.0091
425.0192,0.0155
425.0194,0.0053
425.0196,-0.0011
425.0198,0.0216
425.0200,0.0059
425.0202,0.0015
425.0204,0.0365
425.0206,0.0330
425.0208,0.1968
425.0210,0.1965
425.0212,0.0327
425.0214,0.0152
425.0216,0.2376
425.0218,0.3087
425.0220,0.2947
425.0222,0.0324
425.0224,0.0212
425.0226,0.0040
425.0228,0.0066
425.0230,0.0104
425.0232,0.0878
425.0234,0.0286
425.0236,0.1458
425.0238,0.0362
425.0240,0.0133
425.0242,2.3551
425.0244,0.0330
425.0246,0.0324
425.0248,0.0735
425.0250,0.0200
425.0252,0.0216
425.0254,0.2032
425.0256,0.1210
425.0258,1.5454
425.0260,0.1576
425.0262,0.0687
425.0264,0.0254
425.0266,0.0356
425.0268,0.0273
425.0270,0.0461
425.0272,0.0933
425.0274,0.1360
425.0276,0.0786
425.0278,0.0544
425.0280,1.7838
425.0282,0.0525
425.0284,0.0426
425.0286,0.0267
425.0288,0.0710
425.0290,0.0490
425.0292,0.0101
425.0294,0.0643
425.0296,0.1675
425.0298,0.1360
425.0300,0.1372
425.0302,3.9934
425.0304,0.0145
425.0306,0.0490
425.0308,0.1309
425.0310,0.1503
425.0312,0.0397
425.0314,0.0295
425.0316,0.0232
425.0318,0.0276
425.0320,0.0423
425.0322,0.0362
425.0324,0.0168
425.0326,0.2411
425.0328,0.0502
425.0330,0.0359
425.0332,3.7146
425.0334,0.0260
425.0336,0.0053
425.0338,0.0181
425.0340,0.0104
425.0342,0.0362
425.0344,0.0741
425.0346,0.1936
425.0348,0.0862
425.0350,0.1615
425.0352,0.0630
425.0354,0.0713
425.0356,0.0502
425.0358,0.0493
425.0360,0.0410
425.0362,0.0404
425.0364,0.0413
425.0366,0.0286
425.0368,0.0349
425.0370,0.0308
425.0372,2.2882
425.0374,0.0547
425.0376,0.1105
425.0378,0.1197
425.0380,0.0209
425.0382,0.0808
425.0384,0.0257
425.0386,0.4052
425.0388,4.6795
425.0390,0.0907
425.0392,0.0435
425.0394,0.0856
425.0396,0.2609
425.0398,0.9705
425.0400,3.5728
425.0402,0.0483
425.0404,0.3272
425.0406,0.0490
425.0408,2.8879
425.0410,3.3006
425.0412,0.0674
425.0414,0.2245
425.0416,0.0987
425.0418,0.0569
425.0420,0.0375
425.0422,0.0356
425.0424,0.0024
425.0426,0.4119
425.0428,2.3408
425.0430,0.1401
425.0432,0.0633
425.0434,0.0754
425.0436,0.0200
425.0438,0.0171
425.0440,0.1570
425.0442,0.0843
425.0444,0.0694
425.0446,0.0455
425.0448,0.0776
425.0450,0.3182
425.0452,0.1411
425.0454,0.0372
425.0456,0.0088
425.0458,0.1452
425.0460,0.0929
425.0462,0.1025
425.0464,0.1468
425.0466,0.0843
425.0468,0.1188
425.0470,0.0617
425.0472,0.0738
425.0474,0.0537
425.0476,0.1302
425.0478,0.0655
425.0480,0.0435
425.0482,0.0448
425.0484,0.0458
425.0486,0.0796
425.0488,0.0799
425.0490,0.0544
425.0492,0.0974
425.0494,0.0754
425.0496,0.0853
425.0498,0.0298
425.0500,0.0706
425.0502,0.0451
425.0504,0.1481
425.0506,0.1675
425.0508,0.0464
425.0510,0.1398
425.0512,0.0840
425.0514,0.1414
425.0516,0.0757
425.0518,0.1608
425.0520,1.6104
425.0522,0.7503
425.0524,0.1159
425.0526,0.0913
425.0528,0.4377
425.0530,0.1207
425.0532,0.1296
425.0534,0.2029
425.0536,0.0375
425.0538,0.0522
425.0540,0.0984
425.0542,0.2319
425.0544,0.1439
425.0546,0.1022
425.0548,0.0729
425.0550,0.0225
425.0552,0.0378
425.0554,1.7866
425.0556,0.1041
425.0558,0.0407
425.0560,0.0196
425.0562,0.0455
425.0564,0.0378
425.0566,0.0461
425.0568,2.4099
425.0570,0.3992
425.0572,0.1551
425.0574,0.0671
425.0576,0.1022
425.0578,0.0834
425.0580,0.0362
425.0582,4.1795
425.0584,0.0684
425.0586,0.8083
425.0588,3.9714
425.0590,0.0751
425.0592,0.0623
425.0594,0.1528
425.0596,0.4779
425.0598,0.2134
425.0600,0.0792
425.0602,1.2758
425.0604,0.0576
425.0606,0.0359
425.0608,0.1535
425.0610,1.0413
425.0612,0.0295
425.0614,0.0034
425.0616,0.3237
425.0618,0.1156
425.0620,0.0024
425.0622,0.1455
425.0624,0.1513
425.0626,0.1442
425.0628,0.0690
425.0630,0.0270
425.0632,0.0120
425.0634,0.0541
425.0636,0.1525
425.0638,0.0353
425.0640,2.1429
425.0642,0.0964
425.0644,0.0544
425.0646,0.1337
425.0648,5.2773
425.0650,0.1022
425.0652,0.0088
425.0654,0.1468
425.0656,0.0541
425.0658,0.0254
425.0660,0.0993
425.0662,0.0158
425.0664,0.0075
425.0666,0.0063
425.0668,3.9883
425.0670,0.1328
425.0672,0.1312
425.0674,0.0929
