146.4000,3.3653
146.4002,0.0034
146.4004,-0.0007
146.4006,0.0034
146.4008,0.0075
146.4010,0.0095
146.4012,0.0120
146.4014,0.0021
146.4016,0.0040
146.4018,0.0075
146.4020,0.0614
146.4022,0.0002
146.4024,0.0047
146.4026,0.0984
146.4028,0.0056
146.4030,0.0082
146.4032,0.0241
146.4034,0.0059
146.4036,0.0142
146.4038,0.0365
146.4040,0.0232
146.4042,0.0257
146.4044,1.8526
146.4046,0.0633
146.4048,0.0276
146.4050,0.0203
146.4052,0.0053
146.4054,0.3794
146.4056,0.0684
146.4058,0.0557
146.4060,0.0177
146.4062,0.0270
146.4064,0.0155
146.4066,0.5164
146.4068,6.6068
146.4070,6.6023
146.4072,6.6099
146.4074,6.5946
146.4076,6.5813
146.4078,0.0410
146.4080,0.0117
146.4082,0.0079
146.4084,0.0365
146.4086,5.9302
146.4088,1.6515
146.4090,0.1012
146.4092,4.8426
146.4094,0.0228
146.4096,0.0254
146.4098,1.1426
146.4100,0.1009
146.4102,0.0177
146.4104,0.1162
146.4106,0.0079
146.4108,0.0142
146.4110,0.0177
146.4112,0.0783
146.4114,0.0318
146.4116,0.0072
146.4118,0.0165
146.4120,1.9565
146.4122,0.0525
146.4124,0.0075
146.4126,0.0190
146.4128,0.1175
146.4130,0.2137
146.4132,0.0072
146.4134,0.0120
146.4136,0.0260
146.4138,0.0219
146.4140,0.0161
146.4142,0.0040
146.4144,4.0944
146.4146,0.1372
146.4148,0.0181
146.4150,0.0228
146.4152,0.0104
146.4154,0.0212
146.4156,0.0225
146.4158,0.0212
146.4160,0.0222
146.4162,0.1535
146.4164,0.0196
146.4166,0.0477
146.4168,0.0302
146.4170,0.0063
146.4172,0.0088
146.4174,0.0324
146.4176,0.0174
146.4178,0.6197
146.4180,0.0152
146.4182,0.0292
146.4184,0.0200
146.4186,0.1414
146.4188,0.0082
146.4190,0.0196
146.4192,0.2204
146.4194,0.0053
146.4196,0.0047
146.4198,3.5020
146.4200,5.2680
146.4202,0.1560
146.4204,0.0079
146.4206,5.7712
146.4208,0.0525
146.4210,0.0095
146.4212,1.1789
146.4214,0.0098
146.4216,0.0161
146.4218,0.7497
146.4220,0.0047
146.4222,0.0053
146.4224,0.0031
146.4226,0.0114
146.4228,0.0034
146.4230,0.0059
146.4232,0.0142
146.4234,1.9476
146.4236,0.1092
146.4238,0.0445
146.4240,0.0101
146.4242,0.0235
146.4244,0.1653
146.4246,0.0047
146.4248,0.0095
146.4250,0.0279
146.4252,0.0008
146.4254,0.0088
146.4256,0.0008
146.4258,0.0021
146.4260,0.0028
146.4262,0.0012
146.4264,0.0088
146.4266,0.0091
146.4268,0.0181
146.4270,0.0101
146.4272,0.1790
146.4274,0.0238
146.4276,0.0149
146.4278,0.0021
146.4280,0.0416
146.4282,0.0056
146.4284,0.0184
146.4286,0.0216
146.4288,0.0745
146.4290,0.0047
146.4292,0.0091
146.4294,0.0238
146.4296,0.0576
146.4298,0.0206
146.4300,0.0251
146.4302,0.0063
146.4304,0.0053
146.4306,0.0059
146.4308,0.0174
146.4310,4.7270
146.4312,0.0053
146.4314,0.0050
146.4316,0.0091
146.4318,0.0063
146.4320,3.3997
146.4322,4.3793
146.4324,5.8563
146.4326,0.0053
146.4328,4.9188
146.4330,0.0184
146.4332,0.0047
146.4334,0.0381
146.4336,0.0072
146.4338,0.2637
146.4340,0.9492
146.4342,0.0289
146.4344,0.0187
146.4346,0.0008
146.4348,0.0012
146.4350,0.0015
146.4352,0.0212
146.4354,0.0142
146.4356,0.0075
146.4358,0.0295
146.4360,5.6457
146.4362,0.0601
146.4364,0.9533
146.4366,2.5820
146.4368,0.0477
146.4370,2.3911
146.4372,0.2883
146.4374,0.0002
146.4376,0.0018
146.4378,0.0053
146.4380,0.0075
146.4382,0.0059
146.4384,0.0053
146.4386,0.0012
146.4388,0.0021
146.4390,0.0059
146.4392,0.0069
146.4394,0.0184
146.4396,0.0142
146.4398,1.5572
146.4400,0.0158
146.4402,-0.0017
146.4404,3.9242
146.4406,-0.0084
146.4408,-0.0103
146.4410,-0.0074
146.4412,-0.0052
146.4414,-0.0049
146.4416,0.0018
146.4418,0.0024
146.4420,0.0044
146.4422,0.0037
146.4424,0.0018
146.4426,0.0098
146.4428,0.0021
146.4430,0.0021
146.4432,-0.0007
146.4434,0.0130
146.4436,0.0028
146.4438,0.0066
146.4440,0.0008
146.4442,0.0091
146.4444,0.0372
146.4446,0.0072
146.4448,0.0056
146.4450,0.0069
146.4452,5.5003
146.4454,0.3323
146.4456,0.2641
146.4458,1.7204
146.4460,0.0031
146.4462,0.0681
146.4464,0.0397
146.4466,0.7628
146.4468,0.0155
146.4470,0.2634
146.4472,0.0200
146.4474,0.0095
146.4476,0.0263
146.4478,0.0126
146.4480,0.0177
146.4482,1.5696
146.4484,0.0232
146.4486,0.0824
146.4488,6.6134
146.4490,0.0276
146.4492,0.0270
146.4494,0.0161
146.4496,0.0203
146.4498,0.0193
146.4500,0.0075
146.4502,0.0171
146.4504,0.0110
146.4506,0.0120
146.4508,0.1771
146.4510,0.0126
146.4512,0.0617
146.4514,0.0547
146.4516,0.0614
146.4518,0.1315
146.4520,0.0267
146.4522,0.0008
146.4524,0.0040
146.4526,0.0088
146.4528,0.0047
146.4530,0.0088
146.4532,0.0056
146.4534,0.0063
146.4536,0.0028
146.4538,0.0120
146.4540,0.0053
146.4542,0.0015
146.4544,-0.0004
146.4546,0.0257
146.4548,0.0133
146.4550,0.0031
146.4552,0.7988
146.4554,4.1556
146.4556,0.1462
146.4558,0.0165
146.4560,0.0168
146.4562,5.3028
146.4564,0.3530
146.4566,0.0133
146.4568,1.7242
146.4570,0.0209
146.4572,0.0171
146.4574,0.0193
146.4576,1.1840
146.4578,0.0174
146.4580,0.0072
146.4582,0.0168
146.4584,0.0018
146.4586,0.0028
146.4588,0.0021
146.4590,0.1720
146.4592,0.1844
146.4594,0.0101
146.4596,1.5451
146.4598,6.5988
146.4600,6.6268
146.4602,6.6520
146.4604,6.6444
146.4606,6.6606
146.4608,6.6115
146.4610,6.5781
146.4612,6.5962
146.4614,6.5749
146.4616,0.7344
146.4618,0.0037
146.4620,1.1321
146.4622,2.4185
146.4624,0.0894
146.4626,1.9743
146.4628,3.3978
146.4630,0.2300
146.4632,0.0228
146.4634,0.1758
146.4636,0.0095
146.4638,3.7668
146.4640,0.0063
146.4642,1.3466
146.4644,2.8790
146.4646,0.0075
146.4648,0.8284
146.4650,3.4360
146.4652,0.0031
146.4654,0.0636
146.4656,0.0018
146.4658,0.7625
146.4660,0.0095
146.4662,0.0075
146.4664,0.0021
146.4666,0.0228
146.4668,0.0024
146.4670,0.0047
146.4672,0.0059
146.4674,-0.0011
146.4676,-0.0011
146.4678,-0.0004
146.4680,0.1548
146.4682,0.0015
146.4684,0.0117
146.4686,0.9505
146.4688,0.1079
146.4690,0.0678
146.4692,0.3115
146.4694,0.0187
146.4696,0.0028
146.4698,0.0031
146.4700,0.0047
146.4702,0.0037
146.4704,0.0018
146.4706,0.0040
146.4708,0.2360
146.4710,0.0037
146.4712,0.5413
146.4714,0.0674
146.4716,0.0276
146.4718,0.0012
146.4720,0.0037
146.4722,0.1691
146.4724,1.0808
146.4726,0.0388
146.4728,-0.0011
146.4730,0.0024
146.4732,0.0212
146.4734,1.1143
146.4736,0.3820
146.4738,6.5341
146.4740,2.6757
146.4742,3.1929
146.4744,0.9740
146.4746,6.5500
146.4748,1.0336
146.4750,5.5249
146.4752,0.0263
146.4754,1.1299
146.4756,0.0142
146.4758,1.2796
146.4760,5.4073
146.4762,5.1383
146.4764,6.6389
146.4766,6.5940
146.4768,6.6090
146.4770,6.6131
146.4772,0.0091
146.4774,0.0139
146.4776,0.0088
146.4778,0.0056
146.4780,0.0971
146.4782,0.9960
146.4784,5.6778
146.4786,2.7085
146.4788,4.9956
146.4790,5.7432
146.4792,6.6125
146.4794,0.1388
146.4796,0.0862
146.4798,5.5102
146.4800,0.0034
146.4802,0.0375
146.4804,2.3921
146.4806,1.4450
146.4808,4.2008
146.4810,-0.0052
146.4812,0.0130
146.4814,-0.0100
146.4816,-0.0062
146.4818,-0.0058
146.4820,0.0044
146.4822,0.0002
146.4824,0.0053
146.4826,0.0063
146.4828,0.0219
146.4830,0.0149
146.4832,0.0059
146.4834,0.0232
146.4836,0.0410
146.4838,0.0050
146.4840,0.0225
146.4842,0.0216
146.4844,0.0120
146.4846,0.0082
146.4848,0.0130
146.4850,0.0636
146.4852,0.0088
146.4854,0.5805
146.4856,4.8939
146.4858,0.0015
146.4860,0.0384
146.4862,5.8706
146.4864,0.0018
146.4866,0.0088
146.4868,2.9001
146.4870,0.2239
146.4872,3.8669
146.4874,1.8198
146.4876,5.5740
146.4878,6.5548
146.4880,5.3417
146.4882,5.1986
146.4884,6.6112
146.4886,6.5876
146.4888,6.6192
146.4890,6.5790
146.4892,6.5746
146.4894,1.2035
146.4896,2.3112
146.4898,0.0047
146.4900,0.0101
146.4902,0.0161
146.4904,0.0059
146.4906,0.0063
146.4908,0.3115
146.4910,0.0021
146.4912,0.3077
146.4914,4.6820
146.4916,0.0232
146.4918,1.1917
146.4920,6.6118
146.4922,6.6013
146.4924,3.9185
146.4926,5.4653
146.4928,6.5829
146.4930,2.7353
146.4932,1.2322
146.4934,0.0232
146.4936,0.0015
146.4938,0.0012
146.4940,0.0002
146.4942,0.0005
146.4944,0.0012
146.4946,0.0110
146.4948,2.2831
146.4950,0.8765
146.4952,3.6760
146.4954,0.0359
146.4956,0.1092
146.4958,0.0142
146.4960,0.0120
146.4962,0.0107
146.4964,0.0187
146.4966,2.7860
146.4968,0.0133
146.4970,0.0216
146.4972,0.7025
146.4974,0.0158
146.4976,0.0171
146.4978,0.0174
146.4980,0.0117
146.4982,0.0104
146.4984,0.0123
146.4986,0.0232
146.4988,0.0181
146.4990,0.0085
146.4992,0.0040
146.4994,0.0257
146.4996,0.0037
146.4998,0.0031
146.5000,0.3262
146.5002,0.0050
146.5004,0.0037
146.5006,0.0053
146.5008,0.0439
146.5010,6.6147
146.5012,4.8907
146.5014,4.5023
146.5016,2.5976
146.5018,0.0257
146.5020,6.6316
146.5022,6.6342
146.5024,6.6287
146.5026,6.6456
146.5028,6.6354
146.5030,6.6536
146.5032,6.6201
146.5034,6.6530
146.5036,6.6603
146.5038,6.6284
146.5040,5.5689
146.5042,6.6150
146.5044,6.6246
146.5046,5.7113
146.5048,6.6163
146.5050,6.6087
146.5052,6.6128
146.5054,5.6951
146.5056,6.6090
146.5058,2.3723
146.5060,3.2496
146.5062,4.5765
146.5064,2.4823
146.5066,6.6233
146.5068,2.8991
146.5070,3.5157
146.5072,0.1707
146.5074,3.5957
146.5076,0.0894
146.5078,6.6724
146.5080,6.7084
146.5082,6.6816
146.5084,6.6883
146.5086,6.6507
146.5088,6.6096
146.5090,0.0091
146.5092,0.0630
146.5094,0.1353
146.5096,0.0439
146.5098,0.0177
146.5100,0.7191
146.5102,0.1283
146.5104,6.7221
146.5106,6.6979
146.5108,6.6890
146.5110,6.7154
146.5112,6.6976
146.5114,6.7157
146.5116,6.6861
146.5118,6.7059
146.5120,6.7078
146.5122,6.6944
146.5124,6.6947
146.5126,6.6820
146.5128,6.6759
146.5130,6.6647
146.5132,6.6797
146.5134,6.6804
146.5136,6.6673
146.5138,0.6618
146.5140,2.1184
146.5142,4.5931
146.5144,6.6459
146.5146,2.2541
146.5148,6.5991
146.5150,6.6252
146.5152,3.7330
146.5154,6.5975
146.5156,6.6233
