Time,V,Label,Depth
239.4,0.0655,Go,519.0
239.4002,0.105,Go,519.001001001001
239.4004,0.0805,Go,519.002002002002
239.4006,0.056,Go,519.003003003003
239.4008,0.0477,Go,519.0040040040041
239.401,0.0646,Go,519.005005005005
239.4012,0.0477,Go,519.006006006006
239.4014,0.0572,Go,519.007007007007
239.4016,0.0608,Go,519.008008008008
239.4018,1.1394,Go,519.009009009009
239.402,0.1101,Go,519.01001001001
239.4022,0.0821,Go,519.011011011011
239.4024,0.0305,Go,519.0120120120121
239.4026,0.0346,Go,519.013013013013
239.4028,0.0228,Go,519.014014014014
239.403,4.429,Go,519.015015015015
239.4032,0.1783,Go,519.016016016016
239.4034,0.034,Go,519.017017017017
239.4036,0.0069,Go,519.018018018018
239.4038,0.0091,Go,519.019019019019
239.404,0.0085,Go,519.0200200200201
239.4042,0.0101,Go,519.021021021021
239.4044,0.0177,Go,519.022022022022
239.4046,0.0286,Go,519.023023023023
239.4048,0.0244,Go,519.024024024024
239.405,0.0209,Go,519.025025025025
239.4052,0.0882,Go,519.026026026026
239.4054,0.0337,Go,519.027027027027
239.4056,0.04,Go,519.0280280280281
239.4058,0.0464,Go,519.0290290290291
239.406,0.0474,Go,519.03003003003
239.4062,0.0522,Go,519.031031031031
239.4064,0.0608,Go,519.032032032032
239.4066,0.0193,Go,519.033033033033
239.4068,0.019,Go,519.034034034034
239.407,0.0107,Go,519.035035035035
239.4072,0.0059,Go,519.0360360360361
239.4074,0.0059,Go,519.0370370370371
239.4076,0.0047,Go,519.038038038038
239.4078,0.004,Go,519.039039039039
239.408,0.0034,Go,519.04004004004
239.4082,0.004,Go,519.041041041041
239.4084,0.0993,Go,519.042042042042
239.4086,0.0091,Go,519.0430430430431
239.4088,0.0031,Go,519.0440440440441
239.409,0.0047,Go,519.0450450450451
239.4092,0.0034,Go,519.0460460460461
239.4094,0.0012,Go,519.047047047047
239.4096,0.0037,Go,519.048048048048
239.4098,0.0002,Go,519.049049049049
239.41,-0.0001,Go,519.05005005005
239.4102,0.0005,Go,519.0510510510511
239.4104,0.0018,Go,519.0520520520521
239.4106,0.0034,Go,519.0530530530531
239.4108,0.3071,Go,519.0540540540541
239.411,0.1242,Go,519.055055055055
239.4112,0.1242,Go,519.056056056056
239.4114,0.3173,Go,519.057057057057
239.4116,0.085,Go,519.058058058058
239.4118,0.0885,Go,519.0590590590591
239.412,0.1015,Go,519.0600600600601
239.4122,0.0251,Go,519.0610610610611
239.4124,0.0142,Go,519.0620620620621
239.4126,0.0203,Go,519.063063063063
239.4128,0.042,Go,519.064064064064
239.413,0.0161,Go,519.065065065065
239.4132,0.0308,Go,519.066066066066
239.4134,0.0356,Go,519.0670670670671
239.4136,0.0528,Go,519.0680680680681
239.4138,0.1411,Go,519.0690690690691
239.414,0.0276,Go,519.0700700700701
239.4142,0.0251,Go,519.0710710710711
239.4144,0.0423,Go,519.072072072072
239.4146,0.0311,Go,519.073073073073
239.4148,0.0388,Go,519.074074074074
239.415,0.0136,Go,519.0750750750751
239.4152,0.0187,Go,519.0760760760761
239.4154,0.0506,Go,519.0770770770771
239.4156,0.0168,Go,519.0780780780781
239.4158,0.019,Go,519.0790790790791
239.416,0.0088,Go,519.08008008008
239.4162,2.4176,Go,519.081081081081
239.4164,0.0232,Go,519.0820820820821
239.4166,0.011,Go,519.0830830830831
239.4168,0.0267,Go,519.0840840840841
239.417,0.0528,Go,519.0850850850851
239.4172,0.071,Go,519.0860860860861
239.4174,0.0898,Go,519.0870870870871
239.4176,0.0298,Go,519.088088088088
239.4178,0.0295,Go,519.089089089089
239.418,0.0407,Go,519.0900900900901
239.4182,0.0509,Go,519.0910910910911
239.4184,0.0528,Go,519.0920920920921
239.4186,0.0617,Go,519.0930930930931
239.4188,0.0831,Go,519.0940940940941
239.419,0.0142,Go,519.0950950950951
239.4192,0.0155,Go,519.0960960960961
239.4194,0.0142,Go,519.097097097097
239.4196,0.2739,Go,519.0980980980981
239.4198,0.0126,Go,519.0990990990991
239.42,0.0059,Go,519.1001001001001
239.4202,0.0101,Go,519.1011011011011
239.4204,0.0158,Go,519.1021021021021
